,Escola,sexo,idade,endereco,tamfamilia,paisjuntos,EducacaoMae,EducacaoPai,TrabMae,TrabPai,razoes,responsavel,deslocamento,TempoDeEstudo,reprovacoes,ApoioEscolar,ApoioFamiliar,AulasParticulares,AtividadeExtra,Creche,Graduacao,internet,namoro,relacionamentoFamiliar,TempoLivre,PasseiosComAmigos,ConsumoT,ConsumoFS,saude,faltas,nota1,nota2,Nota Final
579,Escola2,M,18,U,LE3,T,1,3,em_casa,servicos,curso preferido,mae,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9
580,Escola2,M,19,R,GT3,T,1,1,outro,outro,proximidade,outro,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,9,10
581,Escola2,F,18,U,GT3,A,1,2,em_casa,outro,curso preferido,mae,2,2,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2,6,8,8
582,Escola2,F,19,U,LE3,A,1,1,em_casa,outro,curso preferido,mae,1,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,6,8,7
583,Escola2,F,18,R,GT3,T,2,2,outro,outro,outro,mae,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0
584,Escola2,F,17,R,GT3,T,0,0,em_casa,outro,curso preferido,mae,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11
585,Escola2,F,17,R,LE3,A,3,1,outro,em_casa,curso preferido,outro,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5,8,7,8
586,Escola2,F,17,U,GT3,T,4,2,professor,servicos,proximidade,mae,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0
587,Escola2,F,18,R,LE3,T,2,2,servicos,servicos,curso preferido,mae,1,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3,7,6,8
588,Escola2,F,17,U,GT3,T,4,1,saude,em_casa,curso preferido,mae,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0,8,10,9
589,Escola2,F,17,U,LE3,T,1,2,em_casa,outro,curso preferido,pai,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10
590,Escola2,F,18,U,GT3,T,1,1,outro,outro,curso preferido,mae,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7,8,7
591,Escola2,F,18,U,GT3,T,2,2,servicos,em_casa,reputacao,pai,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,12,13,14
592,Escola2,F,17,U,GT3,T,3,3,servicos,servicos,curso preferido,mae,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,11,12,13
593,Escola2,F,18,U,LE3,A,1,2,em_casa,outro,reputacao,mae,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,12,13,14
594,Escola2,F,18,U,GT3,T,4,4,professor,professor,reputacao,mae,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18,18,18
595,Escola2,M,18,U,LE3,T,4,4,servicos,outro,reputacao,mae,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,17,17,17
596,Escola2,F,17,U,GT3,T,4,2,outro,outro,curso preferido,mae,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,17,18,18
597,Escola2,F,18,R,GT3,T,2,2,em_casa,outro,curso preferido,mae,3,2,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0,9,0,0
598,Escola2,M,18,U,LE3,T,1,2,em_casa,servicos,proximidade,mae,2,1,0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,1,8,10,11,11
599,Escola2,M,18,R,GT3,T,4,4,em_casa,servicos,outro,mae,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,12,13,14
600,Escola2,M,17,R,GT3,T,1,1,outro,servicos,outro,pai,3,1,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,4,12,13,14
601,Escola2,F,18,U,GT3,T,2,2,outro,outro,curso preferido,mae,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,4,8,8,10
602,Escola2,F,18,U,LE3,T,2,2,servicos,servicos,curso preferido,pai,2,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,11,12,13
603,Escola2,F,18,R,LE3,A,4,2,professor,outro,reputacao,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0
604,Escola2,F,18,U,GT3,T,1,1,em_casa,servicos,curso preferido,mae,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2,9,10,10
605,Escola2,F,19,U,GT3,T,1,1,em_casa,servicos,outro,pai,2,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,5,0,0
606,Escola2,F,17,U,GT3,T,4,2,professor,outro,curso preferido,pai,2,4,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,18,18,18
607,Escola2,F,17,R,LE3,A,2,1,servicos,outro,reputacao,mae,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,11,11,12
608,Escola2,F,18,U,LE3,A,1,1,em_casa,servicos,curso preferido,mae,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,8,10,11
609,Escola2,F,18,U,GT3,T,1,2,em_casa,em_casa,curso preferido,pai,2,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0,11,11,12
610,Escola2,F,19,R,GT3,A,1,1,em_casa,em_casa,curso preferido,outro,2,2,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0,8,0,0
611,Escola2,F,18,R,GT3,T,2,2,servicos,outro,proximidade,mae,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5,14,14,15
612,Escola2,M,17,R,GT3,T,4,3,servicos,outro,proximidade,mae,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,10,11,11
613,Escola2,F,18,U,GT3,T,3,3,servicos,servicos,curso preferido,pai,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10
614,Escola2,F,17,R,GT3,T,4,4,professor,servicos,outro,pai,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12
615,Escola2,F,17,U,LE3,A,3,2,servicos,outro,reputacao,mae,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15
616,Escola2,M,18,U,LE3,T,1,1,outro,servicos,proximidade,pai,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,14,13,14
617,Escola2,F,18,U,LE3,T,1,1,em_casa,servicos,curso preferido,pai,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18
618,Escola2,F,18,R,LE3,A,1,2,em_casa,outro,curso preferido,mae,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,16,15,15
619,Escola2,F,18,U,GT3,T,3,3,servicos,servicos,outro,mae,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6,13,12,13
620,Escola2,F,17,U,LE3,T,4,4,em_casa,em_casa,curso preferido,mae,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4,15,14,15
621,Escola2,F,17,R,GT3,T,1,2,outro,servicos,curso preferido,pai,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,13,13,13
622,Escola2,M,18,R,GT3,T,1,3,em_casa,outro,curso preferido,mae,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,8,10,9
623,Escola2,M,18,U,LE3,T,4,4,professor,servicos,outro,mae,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,15,16,16
624,Escola2,F,17,R,GT3,T,1,1,outro,servicos,reputacao,mae,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9
625,Escola2,F,18,U,GT3,T,2,3,em_casa,servicos,curso preferido,pai,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10
626,Escola2,F,18,R,GT3,T,4,4,outro,professor,outro,pai,3,2,0,no,yes,no,no,no,yes,yes,yes,3,2,2,4,2,5,0,7,5,0
627,Escola2,M,18,R,LE3,T,1,2,em_casa,servicos,outro,pai,3,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,3,9,10,10
628,Escola2,F,17,U,GT3,T,2,2,outro,em_casa,proximidade,mae,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,10,11,12
629,Escola2,F,17,R,GT3,T,1,2,outro,outro,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4,7,8,9
630,Escola2,F,18,R,LE3,T,4,4,outro,outro,reputacao,mae,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17
631,Escola2,F,18,R,GT3,T,1,1,outro,outro,proximidade,mae,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,4,10,11,12
632,Escola2,F,19,R,GT3,T,1,1,em_casa,outro,curso preferido,outro,2,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,3,4,7,8,9
633,Escola2,F,18,R,LE3,T,4,4,professor,servicos,curso preferido,mae,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14
634,Escola2,F,18,U,GT3,T,3,3,outro,outro,proximidade,mae,1,2,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,1,1,16,16,16
635,Escola2,F,17,R,GT3,T,3,1,em_casa,outro,reputacao,mae,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9
636,Escola2,M,18,U,GT3,T,4,4,professor,professor,proximidade,pai,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19
637,Escola2,M,18,R,GT3,T,2,1,outro,outro,outro,mae,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0
638,Escola2,M,17,U,GT3,T,2,3,outro,servicos,proximidade,pai,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4,14,15,16
639,Escola2,M,19,R,GT3,T,1,1,outro,servicos,outro,mae,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,5,8,0
640,Escola2,M,18,R,GT3,T,4,2,outro,outro,proximidade,pai,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,0,7,7,0
641,Escola2,F,18,R,GT3,T,2,2,em_casa,outro,outro,mae,2,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15
642,Escola2,F,17,U,GT3,T,4,3,professor,outro,outro,mae,2,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0,6,9,11
643,Escola2,F,18,R,GT3,T,4,4,professor,em_casa,reputacao,mae,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4,7,9,10
644,Escola2,F,19,R,GT3,T,2,3,servicos,outro,curso preferido,mae,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10
645,Escola2,F,18,U,LE3,T,3,1,professor,servicos,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,4,15,15,16
646,Escola2,F,18,U,GT3,T,1,1,outro,outro,curso preferido,mae,2,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,11,12,9
647,Escola2,M,17,U,LE3,T,3,1,servicos,servicos,curso preferido,mae,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6,10,10,10
648,Escola2,M,18,R,LE3,T,3,2,servicos,outro,curso preferido,mae,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4,10,11,11
